pharmacy_id,batch_id,drug_name,drug_form,expiry_date,quantity,temp_min_c,temp_max_c,current_temp,storage_condition,regulatory_tags,status,drug_embedding
81e65011-805b-4d13-a29c-ff6774c0f8d8,e30f76bd-3d53-47d0-8329-93b3b8202c5f,Atorvastatin 20 mg,Tablet,2025-11-23,47,-20.0,-20.0,-14.3,Freezer,[],available,
f33ad116-9daa-4170-98cc-09feada3bf0f,49fe9961-0b5c-4f4b-a97a-a9b06f510ce8,Paracetamol 250 mg,Tablet,2026-01-09,55,2.0,8.0,4.4,Fridge,[],available,
7f89e1bd-3a21-4a2f-aef8-ba8f82e3402e,dcde67ee-06a4-4b24-9ec2-92e1b19493cf,Atenolol 50 mg,Tablet,2026-03-04,17,15.0,25.0,20.5,Shelf,[],available,
def331e3-bb03-45e0-a25d-5b7e0492efc1,d5fcde7e-4ae9-4850-a24c-f417f8761f44,Paracetamol 250 mg,Tablet,2026-12-26,43,-20.0,-20.0,-14.5,Freezer,[],available,
0666f059-bf07-49a0-9577-255223bde317,bd540a81-1592-4ffc-8741-c9b48c9b2412,Insulin Human 100 IU/mL,Vial,2027-01-25,111,-20.0,-20.0,-14.5,Freezer,[],available,
9c6a0af5-77ab-48fd-8f50-63d0bea0374c,53ca6d52-f0cc-4422-b104-c06df9fab75b,Ciprofloxacin 500 mg,Tablet,2026-09-28,53,2.0,8.0,5.2,Fridge,[],available,
b3072dd1-d354-4489-a9bb-642332f87727,f39591d5-4ee4-4d60-9682-704c60a40003,Ciprofloxacin 500 mg,Tablet,2026-01-08,116,15.0,25.0,21.0,Shelf,[],available,
d65e8775-9f31-48b5-87c5-ab7ca69de83d,8b3d0ec1-91bf-4a36-814c-72e544ea583b,Salbutamol 100 mcg,Inhaler,2026-04-24,52,2.0,8.0,5.7,Fridge,[],available,
aa584a85-f0a5-4df5-96f2-42e5003bd52e,53191e1f-579d-4eb0-9515-017ce307b25e,Paracetamol 250 mg,Tablet,2025-11-15,89,15.0,25.0,20.1,Shelf,[],available,
3f778924-5b57-426a-9435-390a05089b4e,be3b066d-7318-4e57-a831-1e489cf13ee3,Azithromycin 500 mg,Tablet,2026-07-29,90,-20.0,-20.0,-13.7,Freezer,[],available,
8b07f7fc-87b0-4e03-b538-b62a2d9ab135,0dfe24bc-36af-4b19-968d-d5ca3784f181,Salbutamol 100 mcg,Inhaler,2026-01-13,53,15.0,25.0,20.4,Shelf,[],available,
3296ab28-6647-45ee-8964-499319812bbf,83a6c3b3-3302-4118-afa1-26e65c470965,Atenolol 25 mg,Tablet,2025-12-13,131,15.0,25.0,21.5,Shelf,[],available,
a3edcb73-7ec2-46ba-ae28-84fca40bc84f,b2af93d6-db63-4b48-a51b-b36b5e593dbb,Insulin Human 100 IU/mL,Pen,2026-05-04,47,2.0,8.0,3.4,Fridge,[],available,
93ac32b0-e8f7-4d64-adcc-7f0484a33aff,bfed1068-dd52-4e64-9974-96bfe9b18a19,Atorvastatin 10 mg,Tablet,2026-11-16,79,15.0,25.0,19.2,Shelf,[],available,
bcc88c18-e130-4f42-af08-fbbe64f436e1,8370b371-a85f-43ed-a02b-97d180f88d7f,Atenolol 50 mg,Tablet,2026-12-04,33,2.0,8.0,4.7,Fridge,[],available,
c367f01c-0c90-45cc-bd91-067316e72df7,69d5d5b3-04e4-4f86-9cf0-1a413eec4386,Atenolol 50 mg,Tablet,2026-05-03,75,-20.0,-20.0,-13.4,Freezer,[],available,
daeea907-4fbd-4284-9dc0-23c6ee5aed36,b6cd8d9d-d354-4345-90c2-c6cf9fb4ab36,ORS,Sachet,2026-04-26,63,-20.0,-20.0,-15.3,Freezer,[],available,
b99ef6a1-abcc-4de9-b5e2-0c21445bf2f0,430a5941-470a-464b-8cb8-b1256f60625e,Atenolol 50 mg,Tablet,2025-12-01,93,-20.0,-20.0,-15.2,Freezer,[],available,
ec844c75-bb6f-4145-a72a-87cd16b9acc8,6a60f0a2-5358-4b11-a54d-b669a13c1025,Losartan 25 mg,Tablet,2026-02-22,153,15.0,25.0,21.1,Shelf,[],available,
18e6105d-964b-487a-b5a2-14b27c6fa99f,a69c21b3-51ab-4ace-8464-2dfa9dfcdcb4,Losartan 25 mg,Tablet,2027-02-24,159,15.0,25.0,20.6,Shelf,[],available,
892fe6b3-d4d7-435d-a5d8-46c9e68c634d,d8e78cf3-d1e0-465c-a3b9-4e7978650072,Insulin Human 100 IU/mL,Pen,2025-11-05,27,-20.0,-20.0,-16.8,Freezer,[],available,
ade5b3f0-1935-4867-8ef3-58ecac0292eb,6c014583-4abb-4a8e-9f0b-5a62921684c3,Atorvastatin 10 mg,Tablet,2026-02-03,121,-20.0,-20.0,-16.7,Freezer,[],available,
b18e5e30-c3d0-4eec-a383-a4cbaeed8f65,65c8bcdd-b813-40d4-8176-b9933d83111b,Ciprofloxacin 250 mg,Tablet,2026-12-28,249,-20.0,-20.0,-14.1,Freezer,[],available,
a82d300a-95eb-4c0d-b1df-ecf2c2bac02e,f7079308-fe4f-4a66-a50a-a827f46ff59a,Salbutamol 100 mcg,Inhaler,2026-07-25,77,-20.0,-20.0,-15.9,Freezer,[],available,
a2675b03-1be5-4ddb-96d4-bd3fa5b1d713,af2f13f9-fbe9-40f9-a989-3040e1ef5998,Insulin Human 100 IU/mL,Pen,2026-03-03,118,-20.0,-20.0,-16.9,Freezer,[],available,
02faec9d-62d1-40a7-8e82-be46ed328ce6,e2b59fe1-ad3b-4730-a806-235273daaef9,Azithromycin 500 mg,Tablet,2026-12-01,59,15.0,25.0,18.5,Shelf,[],available,
cf71fe2d-6723-4eaf-bdfb-8b8844703f6b,9d5fafd0-8463-41bc-a9d9-4737a48ca699,Ciprofloxacin 250 mg,Tablet,2025-11-01,70,15.0,25.0,20.8,Shelf,[],available,
d4e92d48-a788-4b7f-a9dd-6225f203d858,2250ae55-9b04-4644-ac45-45d55c59a540,Ibuprofen 400 mg,Capsule,2025-12-13,39,15.0,25.0,18.7,Shelf,[],available,
cd54d79f-6437-4c93-a8fc-dd88d28fc490,9867bec9-50e0-4a08-bad2-a72f02747165,Losartan 25 mg,Tablet,2026-01-21,93,2.0,8.0,5.4,Fridge,[],available,
844d2168-d3c9-47ba-a8cc-131572dd05a4,6c12faf0-5d50-4975-8967-b7798ea70af8,Azithromycin 250 mg,Tablet,2027-03-13,39,15.0,25.0,20.0,Shelf,[],available,
a41ab54d-0dcf-4522-af8f-a3dc31bcf54c,da41e95a-d0ac-44a1-9b08-f15ec488b934,Metformin 500 mg,Tablet,2027-01-20,62,15.0,25.0,20.4,Shelf,[],available,
6fff154d-b1ac-4774-8694-045f95896303,abbf11d8-6aa3-4cde-bdac-ec3d0ea37498,Atenolol 50 mg,Tablet,2027-01-14,118,2.0,8.0,5.0,Fridge,[],available,
69e182f5-09af-4cca-bcc6-109b13acb220,1482a52b-8a1e-4e3d-b66f-9c92c7888056,Ibuprofen 200 mg,Tablet,2026-07-01,45,15.0,25.0,19.5,Shelf,[],available,
c400ef91-a13d-4557-8c3d-16b495da3b1e,2d9376d2-75ea-4e30-9270-c103a41e7c7d,Ibuprofen 200 mg,Capsule,2026-03-15,52,15.0,25.0,19.2,Shelf,[],available,
0ecf2592-8821-4f7a-ab63-59ad5947135a,37a26b11-8a73-4b95-a0b4-3de23c85316e,Insulin Human 100 IU/mL,Pen,2025-12-12,98,-20.0,-20.0,-16.8,Freezer,[],available,
c1d070da-fdc2-4e83-909a-a6217e926833,e88984fb-9f45-46c8-b88b-112c2553a60e,Atenolol 50 mg,Tablet,2026-03-15,98,15.0,25.0,18.5,Shelf,[],available,
4ecc9a80-4603-4b13-a689-45bab298f837,861f0461-96ec-4ca6-bf5a-646072cfebdc,Salbutamol 100 mcg,Inhaler,2025-12-19,24,-20.0,-20.0,-15.5,Freezer,[],available,
c7342750-4699-428a-bc79-668be1eb36ef,fcb653aa-b48e-4003-a416-c5d907823802,Atenolol 25 mg,Tablet,2026-06-06,47,15.0,25.0,20.4,Shelf,[],available,
75e91c0c-aad9-4419-8845-f89462cc090f,b4a6d034-068e-4779-b9cc-adb99509fdd0,Salbutamol 100 mcg,Inhaler,2026-12-29,37,15.0,25.0,18.4,Shelf,[],available,
155eed1c-375e-4e97-bf9a-4e122dbc5bda,856e3515-d85d-4395-975a-92f0851c19fc,Atenolol 50 mg,Tablet,2026-08-25,122,-20.0,-20.0,-14.7,Freezer,[],available,
f9a9b832-3587-4580-af08-941868f44916,66f34972-3b6e-424d-a59b-b34c9c618deb,Azithromycin 500 mg,Tablet,2026-12-05,51,2.0,8.0,4.0,Fridge,[],available,
0205f190-fd14-4cfd-ad9c-10986bf2d3d6,88ab2541-1e39-4432-8e83-3504a9e7240b,Losartan 50 mg,Tablet,2026-06-04,87,2.0,8.0,4.8,Fridge,[],available,
25bc2645-6dff-45c4-9215-edd6bededa5d,c927f3de-7ec7-4e48-a531-5d5872407a67,Azithromycin 250 mg,Tablet,2026-03-21,74,15.0,25.0,20.9,Shelf,[],available,
3159d22e-8017-4139-aa4b-6c42e001d3e6,678fe7bc-d818-481b-b5c7-18fa01c142fd,Azithromycin 250 mg,Tablet,2025-11-20,57,-20.0,-20.0,-16.2,Freezer,[],available,
7a9634dd-fa41-4232-aa06-8ae86cb9690a,1ad398e5-f8fb-4710-b002-fa2a85a04e3c,Losartan 25 mg,Tablet,2026-03-06,113,2.0,8.0,5.4,Fridge,[],available,
966602ba-34c5-4a0d-994c-1feaba1fefeb,6fc58627-d812-4c35-851b-94ab77dd0ed0,Paracetamol 250 mg,Tablet,2026-11-02,69,-20.0,-20.0,-13.9,Freezer,[],available,
0b46b969-a8d3-47b1-a99c-74f83c438245,23a2fd3b-681a-4cef-bb5b-127ac1e99320,Metformin 850 mg,Tablet,2027-04-02,120,15.0,25.0,20.1,Shelf,[],available,
606f54de-b14b-4080-b640-3651d5b3b2be,15913d93-6b7b-4f55-8e30-da4a12a1a13b,Ibuprofen 200 mg,Capsule,2026-12-29,224,2.0,8.0,5.3,Fridge,[],available,
9d1c003b-34e9-4f65-91c4-c3f34e990f2c,ac2225bb-71d1-4676-bc61-258e37d0103c,Insulin Human 100 IU/mL,Pen,2026-11-11,55,-20.0,-20.0,-15.8,Freezer,[],available,
9a8ad50a-a084-4a4e-9a1a-f888ad1515b8,ab3db4c4-f528-49b1-a1f6-d20f54800ff3,Ibuprofen 400 mg,Capsule,2027-04-11,49,2.0,8.0,5.6,Fridge,[],available,
06b042c1-6151-4393-a984-76d09ff71b23,914dc090-f9de-4372-af51-e01c82a97b9f,Atorvastatin 10 mg,Tablet,2026-01-20,391,15.0,25.0,22.4,Shelf,[],available,
d1a1a459-0cd3-411a-a5cd-2b09dc58d6c9,00281c21-2b73-415d-b19b-932d7cc492c3,ORS,Sachet,2026-12-08,49,2.0,8.0,5.8,Fridge,[],available,
2c0a2ae5-0826-41e2-b9ed-61d48054ee6e,bb6ad62d-8600-455e-87cc-6060795ff9d8,Paracetamol 500 mg,Syrup,2026-11-25,83,2.0,8.0,4.7,Fridge,[],available,
d2facd9e-1a6a-4412-92aa-72144b89dd4c,cdc6b0cc-ed1f-40aa-aebd-17cb2751b407,Ibuprofen 200 mg,Capsule,2026-10-17,100,15.0,25.0,20.2,Shelf,[],available,
1489fb64-20ed-4769-89ac-2a1f265d7677,342e2616-c396-42e6-b6e6-5c7cef74326c,Insulin Human 100 IU/mL,Pen,2026-04-16,111,2.0,8.0,4.6,Fridge,[],available,
64e3e1f0-0041-4894-904c-4e4f46fc40c0,c685c107-8c4f-479d-a1d2-aaa5603ef044,Ibuprofen 200 mg,Capsule,2025-12-20,74,2.0,8.0,3.8,Fridge,[],available,
7e6f014f-b210-49ef-bd41-28dcf9deadc3,dcaff750-9e50-4b2d-8d27-f635deea2282,Omeprazole 20 mg,Capsule,2026-08-16,42,15.0,25.0,17.3,Shelf,[],available,
797c9260-95e6-4240-bd99-d7e1faff3cb0,d88d5899-3caa-4d19-8ba7-f3004da2ae56,Ibuprofen 400 mg,Tablet,2026-01-21,66,-20.0,-20.0,-16.4,Freezer,[],available,
d9e7e20b-ddbd-4a57-b9d9-f24bef05ac5a,c1b44557-0c60-4073-8c94-09637fc7ceaa,Insulin Human 100 IU/mL,Vial,2025-12-14,44,2.0,8.0,4.8,Fridge,[],available,
c510a8a3-192a-46c0-9c7c-29c2a0e9afab,dd8dd959-6bc9-4fdc-97f2-d8badbb5e0ce,Amoxicillin 250 mg,Tablet,2026-01-22,85,-20.0,-20.0,-16.2,Freezer,[],available,
30b12cd5-30c9-4615-a1ab-a624c104b0d8,99cacdc1-858d-4c6d-91ca-da4a62d61ea2,Atorvastatin 20 mg,Tablet,2026-05-10,41,-20.0,-20.0,-14.4,Freezer,[],available,
89ff0c33-35ea-4d30-a8b5-de88f01e44b4,f361ff24-0dbb-4f0f-89db-01adf947e320,Ibuprofen 400 mg,Tablet,2026-08-18,34,2.0,8.0,5.7,Fridge,[],available,
115dff27-7897-433c-803c-c1e8145612e0,91248f91-deae-49f9-af53-19b27564396a,Atorvastatin 10 mg,Tablet,2025-11-12,135,-20.0,-20.0,-13.5,Freezer,[],available,
412ea57f-4e4e-4726-92cb-816255252cc2,630b18b2-e6ab-4828-8fb5-9f04819bfe7c,Insulin Human 100 IU/mL,Pen,2026-09-19,236,15.0,25.0,20.8,Shelf,[],available,
768187a3-f96c-4242-83a8-c326ac737bdc,8c134430-d439-4f0e-b0ee-36bd0138df68,Ibuprofen 200 mg,Tablet,2026-05-16,42,2.0,8.0,4.7,Fridge,[],available,
a878c2d2-3a9b-4f19-9c74-1589a8007787,b3ad8688-e14e-445f-8ab0-176ded1664ab,Ibuprofen 400 mg,Capsule,2026-03-08,100,15.0,25.0,21.4,Shelf,[],available,
acfb8b45-27f1-48e2-a557-6937ac8992e5,808d3f97-61d4-46b3-9966-f3655aaa2c25,Amoxicillin 250 mg,Capsule,2026-05-11,61,15.0,25.0,20.7,Shelf,[],available,
534066e0-6786-4234-b1b2-fa115aa5f0d6,17ce93f5-6391-4388-9b41-226054604bd2,Paracetamol 250 mg,Syrup,2026-09-28,66,15.0,25.0,18.4,Shelf,[],available,
5e990a96-fd09-4a9b-bcb9-b836a68b9d71,5d8063d3-a606-45d2-97ea-549681d5ed1a,Amoxicillin 250 mg,Tablet,2027-04-18,38,2.0,8.0,4.4,Fridge,[],available,
1122a353-c60f-483a-90aa-c80a10fe7897,c303fe0c-f96d-40ac-9f51-647d8a58da82,Atenolol 25 mg,Tablet,2026-05-06,148,-20.0,-20.0,-13.7,Freezer,[],available,
b20fb94d-1b50-415d-9e6d-e184e0cc68fc,2189105e-6fbb-4201-a3a5-d931db3f47a2,Amoxicillin 500 mg,Capsule,2025-12-26,55,15.0,25.0,19.4,Shelf,[],available,
8a66a2f5-4bc8-4ef6-8b4d-d0f36e4f528a,9b8f248f-caff-4755-8776-54fc6f5f54fb,Salbutamol 100 mcg,Inhaler,2026-07-01,181,2.0,8.0,3.8,Fridge,[],available,
38f7fc68-da94-42f8-bd93-78ff49b81021,8a65fbbe-dc22-4adc-92c7-0cc90647d9e8,Insulin Human 100 IU/mL,Pen,2027-03-13,126,2.0,8.0,5.4,Fridge,[],available,
3fd0052d-f968-489f-bba2-acb540e80af6,6f458f79-391b-40c1-b2aa-e1ea0268699e,Losartan 50 mg,Tablet,2026-10-10,133,15.0,25.0,20.4,Shelf,[],available,
d1a69cf3-c135-410b-8f56-7cd67c2d638f,863d4603-61bb-40f5-a543-74ddd4107ca3,Losartan 50 mg,Tablet,2026-08-02,46,2.0,8.0,3.9,Fridge,[],available,
d492c6bd-1078-437e-ab31-efefce0b1d53,0e3c5fcb-a1c7-45c3-957b-a45d1b00533d,Azithromycin 250 mg,Tablet,2026-11-26,70,2.0,8.0,5.8,Fridge,[],available,
7c0962e5-eb02-4195-a48c-f8c7734308c7,28b1ad9a-0438-4889-a34f-fb1d7675d29d,Azithromycin 500 mg,Tablet,2026-03-20,91,2.0,8.0,5.1,Fridge,[],available,
b073a473-bb8c-48bd-a5af-fe9b131f8aaf,8a89dd94-c2a5-424a-97a7-cea125e3d2a3,Paracetamol 250 mg,Tablet,2026-11-16,78,2.0,8.0,5.5,Fridge,[],available,
055ba5be-c086-4ce3-b14e-e175e827a2dd,48a77830-252a-4852-bbee-1d9b9a0524ac,Atenolol 25 mg,Tablet,2026-12-23,68,15.0,25.0,19.7,Shelf,[],available,
8abb2453-8ff4-4fac-8d6a-fd353b2a36bf,ef466ec3-8c57-47e9-8587-27d5fb2dce55,Azithromycin 250 mg,Tablet,2027-04-12,58,15.0,25.0,18.2,Shelf,[],available,
d57c0536-2994-4c73-aaec-152426e4bd9c,1dd5f910-512d-4c20-b2b5-acace2dc6bd1,Ibuprofen 400 mg,Tablet,2026-12-22,70,15.0,25.0,20.5,Shelf,[],available,
46c429b0-f2d3-43af-bce3-9769155b0e5e,8df4eb85-a116-4964-a176-21d466ca9056,Ibuprofen 400 mg,Tablet,2025-12-06,48,15.0,25.0,21.1,Shelf,[],available,
45be7b9e-c622-4ea4-ac5e-9dd1f6a75a16,29d2256c-d350-46be-8740-50717ec0311a,Ciprofloxacin 250 mg,Tablet,2026-11-12,104,15.0,25.0,19.4,Shelf,[],available,
7c5335a6-00b4-4240-a1ac-65a691c35fe8,f1e9a4d7-401a-461d-9cda-31abdf8a0a2d,Insulin Human 100 IU/mL,Pen,2026-02-17,51,2.0,8.0,5.8,Fridge,[],available,
5e724bad-4df8-421f-925e-ae68e2cf01ad,b05dcaf2-4ab0-4cf6-9985-faf03f22fc04,ORS,Sachet,2026-03-04,97,15.0,25.0,21.0,Shelf,[],available,
afe4c9a0-b42e-4d9d-9871-6cef2e8e2b55,2603dcd0-c829-445b-ac4c-4991ccba72e8,Salbutamol 100 mcg,Inhaler,2026-03-22,85,2.0,8.0,4.1,Fridge,[],available,
310cf1cb-e169-46b3-a006-c11b803aac03,e7d114df-f516-4e3e-84e3-066fa464f5ec,Ciprofloxacin 500 mg,Tablet,2025-12-24,93,-20.0,-20.0,-15.3,Freezer,[],available,
5d885826-e5bd-4812-ba7f-d43c60272037,6dccff2a-3569-4cd6-a598-0c17b5ccc595,Omeprazole 20 mg,Capsule,2026-01-23,47,2.0,8.0,5.0,Fridge,[],available,
688bc37a-47c4-4dcb-b1b9-73203022133e,140a81ef-8e03-42c7-bd3e-f1e9d39bcbfe,Omeprazole 20 mg,Capsule,2026-04-13,77,-20.0,-20.0,-14.4,Freezer,[],available,
7c066452-0891-4812-b970-063ff2a93ce1,c4a2bcae-75b0-49d7-a7d0-93890482e203,Ciprofloxacin 250 mg,Tablet,2027-03-01,42,15.0,25.0,20.3,Shelf,[],available,
3f3a37b7-460e-41bb-86ab-5e4cfcc67b14,efeece79-a9bd-47c7-9292-810adab2276a,Atorvastatin 10 mg,Tablet,2026-12-11,36,15.0,25.0,20.4,Shelf,[],available,
d4e40a68-ff43-483b-acd6-1015073b3fe7,f364f201-5897-4a24-9dad-64cf13d89997,Insulin Human 100 IU/mL,Pen,2026-11-28,70,15.0,25.0,19.0,Shelf,[],available,
0106944b-2ce8-401a-a04c-aaceff7d6025,cf883dd2-a47d-4e2f-b2d0-06edf48bd8f1,Ciprofloxacin 250 mg,Tablet,2026-06-22,64,-20.0,-20.0,-14.7,Freezer,[],available,
e3d604ca-a0ab-42b7-800f-35bb2c54d78e,08b93d4f-28c4-4658-9856-ee460024aa86,Atorvastatin 10 mg,Tablet,2026-07-31,77,15.0,25.0,19.2,Shelf,[],available,
bc00098a-65ed-44ba-a72d-fbf3ab50be13,544cc2b9-a25e-406f-99fa-5b85b5c8c69b,Losartan 50 mg,Tablet,2026-05-01,291,2.0,8.0,4.2,Fridge,[],available,
a2d5a406-9707-498e-991b-50de44334a31,78fed393-9cfe-436d-978f-40e4d2bdbd45,Ciprofloxacin 500 mg,Tablet,2026-07-18,116,2.0,8.0,5.1,Fridge,[],available,
969e5a62-d238-4611-bac4-46153fe71665,1d0dbca3-87cd-4aa2-913c-2cabfa5fd8bd,Amoxicillin 500 mg,Tablet,2026-11-24,91,2.0,8.0,4.5,Fridge,[],available,
21726e7d-c24f-45e8-b365-be877aba74f8,e6fb1516-921c-4fff-ae08-a87135af094a,Salbutamol 100 mcg,Inhaler,2026-11-18,52,-20.0,-20.0,-16.9,Freezer,[],available,
9259b9c4-c168-43ef-ba3a-7949e8b6bb4f,5bea315e-fdf6-453e-bb36-3a4bfee6a432,Salbutamol 100 mcg,Inhaler,2026-04-26,80,15.0,25.0,20.2,Shelf,[],available,
f6a06c30-f410-4972-bed8-6138d81a2d67,6a5160bb-40ef-4c02-af00-82329d521773,Amoxicillin 500 mg,Tablet,2026-06-04,40,15.0,25.0,21.4,Shelf,[],available,
ec417cf1-a227-40b3-b3cc-72af99925ab8,cfbb3558-1734-4c0a-84e6-aec2dbf08a81,Ibuprofen 200 mg,Capsule,2026-11-13,123,-20.0,-20.0,-13.6,Freezer,[],available,
8221f9d1-0af9-4b5f-89fb-a50014dac407,02fc82ad-26b8-4252-a358-3000dcd12f75,Omeprazole 20 mg,Capsule,2026-08-28,41,15.0,25.0,21.8,Shelf,[],available,
61cf2726-f57c-4854-a080-5fb1432b1add,5998a610-bbad-4989-8c88-8004ed31977a,Atorvastatin 10 mg,Tablet,2026-09-06,85,15.0,25.0,19.6,Shelf,[],available,
4a6fe95c-3cb3-4838-8df1-e1bb3be66344,c341fa36-e224-4737-af13-2a5ba9649249,Atorvastatin 20 mg,Tablet,2026-03-23,40,-20.0,-20.0,-16.0,Freezer,[],available,
7b3c0153-fb79-4f70-993a-baf5cfeedee3,2cce4612-6b36-4217-849b-2a3e8f128f29,Atenolol 25 mg,Tablet,2026-06-06,48,15.0,25.0,19.1,Shelf,[],available,
b9a5cd98-2fe9-424f-aaab-9ec40066324b,99b0a2c1-00af-47da-b5cc-774fed724837,Salbutamol 100 mcg,Inhaler,2027-01-05,31,2.0,8.0,5.4,Fridge,[],available,
69912f6b-3e9d-4a8a-ac87-0265fe447c0d,cfbe82af-af76-40d0-a585-baa400088c30,Losartan 25 mg,Tablet,2026-10-11,105,2.0,8.0,4.4,Fridge,[],available,
b875e5f3-cff9-44c2-b4dd-782c8752f6a9,49bbe47d-6097-4d9d-b1b2-7e4e1a79a274,Atenolol 50 mg,Tablet,2026-12-22,122,-20.0,-20.0,-15.7,Freezer,[],available,
b14f9866-0e40-442c-893a-4a989542f3a0,03db8f28-4c05-49c1-ab3f-f5f97fa7a41a,Paracetamol 500 mg,Syrup,2025-11-09,284,15.0,25.0,16.9,Shelf,[],available,
7e69f390-d22e-4b76-afb1-0adf362821b0,193655d7-c330-4735-8e88-f5fd3c2a67c6,Atenolol 25 mg,Tablet,2027-01-28,87,2.0,8.0,5.1,Fridge,[],available,
53bbdc7e-b5f9-4413-b16b-788ce21f114b,9a811cc5-07bb-4c75-a064-d0d44d331d4a,Amoxicillin 250 mg,Capsule,2026-10-26,131,15.0,25.0,18.5,Shelf,[],available,
020f16c4-38f7-49d4-999d-66ec0fa1860f,1d3e6abc-fbe7-4c4b-abd5-1ae61e2db318,Losartan 50 mg,Tablet,2027-04-02,60,-20.0,-20.0,-13.1,Freezer,[],available,
e1aa9700-d1bc-4936-8d7e-118952a3d736,74850ff2-0a8e-4719-83af-72624da82777,Azithromycin 250 mg,Tablet,2026-04-12,220,15.0,25.0,19.1,Shelf,[],available,
1c4d6ff7-0b7d-4663-8941-4dcbbbc069c8,257f7085-788a-4583-ab68-3b2aaf21a85e,Amoxicillin 500 mg,Tablet,2026-01-19,116,15.0,25.0,19.7,Shelf,[],available,
8444aeac-361b-4720-9c94-4c32a01fd94a,22104127-76a3-47a1-a839-564a9b7e1544,Atorvastatin 20 mg,Tablet,2026-09-15,32,-20.0,-20.0,-14.7,Freezer,[],available,
a84109e5-1c53-4874-80eb-ab3a1c894874,c81ce74b-b2de-4570-8394-0be4be7e4be7,Paracetamol 500 mg,Tablet,2025-11-01,70,2.0,8.0,5.6,Fridge,[],available,
a63e1c4c-061a-4cc3-8121-113d47a61638,8c728df0-9060-476b-ac04-c2c5a28a3fbd,Salbutamol 100 mcg,Inhaler,2027-04-19,140,2.0,8.0,3.7,Fridge,[],available,
b9f0e201-b658-4aed-aeab-4874ac42d3b7,fa2bc0c6-640e-40b4-bd25-bf4a0f2a4803,Ibuprofen 400 mg,Capsule,2025-12-18,31,2.0,8.0,4.4,Fridge,[],available,
db0e3330-f8fb-4471-8b83-8677daabb932,ae0cc34a-314a-4ed6-ac11-2ce954fcb384,Omeprazole 40 mg,Capsule,2026-01-13,33,2.0,8.0,4.9,Fridge,[],available,
2d6bf320-b176-4021-a764-c280b3bf33b0,80718e03-82a5-46af-9d9c-49ce1f5d4233,Ciprofloxacin 250 mg,Tablet,2026-05-06,35,2.0,8.0,5.3,Fridge,[],available,
7503c2d9-0427-4437-9867-a2cfad9e888a,f008b93f-317c-47c9-bd1b-d7aeba6c59b4,Salbutamol 100 mcg,Inhaler,2026-05-31,22,2.0,8.0,5.0,Fridge,[],available,
c230c465-1688-44bc-93d2-dc0cf2fa813f,161440ac-90f7-4442-a382-73efa2c36c4f,Amoxicillin 250 mg,Capsule,2026-04-07,29,2.0,8.0,6.1,Fridge,[],available,
132b7482-cdba-499e-a503-93860e442d8d,70a63d2e-37fe-4a3e-80a8-48aab9fa82df,Atorvastatin 10 mg,Tablet,2026-08-17,94,15.0,25.0,19.6,Shelf,[],available,
ead53c83-ee12-41d0-89c3-6b665e97a40f,5d1a2458-c846-40cb-81b8-348aa08246ee,Insulin Human 100 IU/mL,Vial,2027-01-24,40,15.0,25.0,21.6,Shelf,[],available,
91e52466-3f80-4a20-9342-a43c9a4483bb,7e6e1562-5362-474c-a8d1-6f6c1e88a071,Atorvastatin 20 mg,Tablet,2026-08-05,133,15.0,25.0,19.1,Shelf,[],available,
c19d9a51-bda4-452a-bbc5-2a534349eac4,1c6971a2-8dda-4f48-b2d2-1cac2fa24ec2,Atorvastatin 10 mg,Tablet,2026-09-02,53,2.0,8.0,4.5,Fridge,[],available,
c4c76e63-e596-4929-b108-e11acfa03758,02604670-ad8c-4555-94c1-d3a681ed7fb0,Ibuprofen 400 mg,Tablet,2026-09-26,128,2.0,8.0,4.3,Fridge,[],available,
0b789a6a-1ee8-4da6-affc-0820920fd307,5b26a498-8e80-4bab-a377-e45b28eee2b3,Atenolol 50 mg,Tablet,2026-07-21,30,2.0,8.0,5.6,Fridge,[],available,
8624c119-2170-48b8-b0f9-288ffff0638e,9bacee26-9ea3-4152-a114-4c88a2a28237,Ciprofloxacin 250 mg,Tablet,2026-07-20,52,-20.0,-20.0,-16.5,Freezer,[],available,
bd287c13-0cda-4b33-a986-e918484f55d9,e6729095-e1c3-44f9-9994-c4347b9ee894,Losartan 25 mg,Tablet,2026-11-05,41,-20.0,-20.0,-16.0,Freezer,[],available,
14840f17-966a-44f3-b3a6-8392962c4872,58bcc856-4514-4e27-ab46-eb5706d5005f,Ibuprofen 400 mg,Tablet,2026-01-02,70,2.0,8.0,6.0,Fridge,[],available,
344ecba4-a9b1-40b0-8633-849818fa4497,abeab74d-a28a-4b43-aa27-4367941e8a19,Azithromycin 250 mg,Tablet,2026-08-21,43,15.0,25.0,18.0,Shelf,[],available,
65a72eee-1c0a-4b0f-968e-d9ef1ae5ac32,90b2152e-8e47-4f00-9441-d021dafe847e,Salbutamol 100 mcg,Inhaler,2026-01-27,206,15.0,25.0,20.1,Shelf,[],available,
3c46c025-c1c5-4ab2-93d4-3e7ba1ee90bf,157d3fff-da44-4d4d-b3e7-b9eaa21d2390,Losartan 25 mg,Tablet,2025-12-12,125,15.0,25.0,20.7,Shelf,[],available,
